id,description,parent,tree_id
M. (Meliponula s. str.),M. (Meliponula s. str.),sec120-5-1,sec120-5
M. (Axestotrigona),M. (Axestotrigona),sec120-5-2,sec120-5
M. (Meliplebeia),M. (Meliplebeia),sec120-5-2,sec120-5
P . (Partamona s. str.),P . (Partamona s. str.),sec120-6-1,sec120-6
P . (Parapartamona),P . (Parapartamona),sec120-6-1,sec120-6
P . (Scaura),P . (Scaura),sec120-7-1,sec120-7
P . (Schwarziana),P . (Schwarziana),sec120-7-2,sec120-7
P . (Plebeia s. str.),P . (Plebeia s. str.),sec120-7-2,sec120-7
T . (Trigona s. str.),T . (Trigona s. str.),sec120-8-1,sec120-8
T . (Geotrigona),T . (Geotrigona),sec120-8-2,sec120-8
T . (T etragonisca),T . (T etragonisca),sec120-8-3,sec120-8
T . (Duckeola),T . (Duckeola),sec120-8-4,sec120-8
T . (Frieseomelitta),T . (Frieseomelitta),sec120-8-5,sec120-8
T . (T etragona),T . (T etragona),sec120-8-5,sec120-8
T . (Trigona s. str.),T . (Trigona s. str.),sec120-9-1,sec120-9
T . (Geotrigona),T . (Geotrigona),sec120-9-2,sec120-9
T . (T etragonisca),T . (T etragonisca),sec120-9-3,sec120-9
T . (Duckeola),T . (Duckeola),sec120-9-4,sec120-9
T . (Frieseomelitta),T . (Frieseomelitta),sec120-9-5,sec120-9
T . (Lepidotrigona),T . (Lepidotrigona),sec120-9-2,sec120-9
T . (Papuatrigona),T . (Papuatrigona),sec120-9-2,sec120-9
T . (Heterotrigona),T . (Heterotrigona),sec120-9-3,sec120-9
T . (Homotrigona),T . (Homotrigona),sec120-9-3,sec120-9
